Id,SalePrice
1461,103279.70251
1462,159243.00638
1463,193071.64317
1464,191502.87515
1465,207624.98658
1466,174727.67807
1467,169566.72001
1468,160055.87048
1469,191032.0106
1470,121443.90791
1471,168644.07551
1472,92167.504759
1473,93390.250844
1474,145863.50012
1475,102537.46954
1476,380453.21084
1477,259348.0953
1478,308043.15166
1479,307232.76368
1480,479714.46494
1481,292779.34396
1482,206522.58398
1483,176454.11569
1484,155432.29943
1485,182011.21824
1486,190828.69295
1487,333907.00363
1488,224360.94199
1489,203562.93595
1490,267479.73899
1491,187431.91599
1492,83531.781829
1493,170911.62996
1494,300364.49954
1495,296572.6908
1496,250522.77471
1497,185016.14025
1498,151123.12762
1499,163203.34081
1500,145866.18322
1501,194392.54974
1502,137859.48661
1503,297196.93315
1504,235808.25994
1505,226880.81506
1506,198946.91647
1507,257546.89774
1508,193501.24872
1509,154049.10716
1510,145752.93029
1511,156257.7286
1512,183289.12758
1513,168893.73457
1514,166328.65644
1515,216225.63852
1516,156908.01582
1517,180151.45421
1518,127116.46417
1519,223819.29645
1520,122396.37816
1521,136914.49032
1522,193906.36767
1523,113999.59587
1524,128734.26711
1525,120325.96769
1526,107320.52437
1527,100838.25875
1528,127918.55422
1529,141458.70828
1530,190792.08583
1531,111355.51452
1532,98699.592541
1533,176543.59483
1534,122999.3469
1535,162600.98779
1536,90143.799419
1537,48088.7554
1538,149926.99445
1539,207119.47587
1540,116307.58665
1541,142079.90712
1542,156922.42272
1543,203759.23278
1544,76454.863436
1545,122015.69747
1546,123562.64277
1547,130692.80586
1548,148581.98259
1549,121613.93832
1550,140389.68444
1551,117318.68856
1552,140149.53804
1553,154217.49472
1554,111222.3313
1555,159686.67494
1556,180932
1557,148070.93221
1558,109561.55194
1559,76066.144387
1560,121861.49393
1561,152812.99837
1562,119570.58751
1563,124790.39756
1564,180931.78693
1565,162789.3971
1566,222166.66825
1567,72125.061931
1568,215734.28496
1569,136823.83545
1570,132777.39756
1571,96123.033425
1572,153021.01265
1573,261548.89244
1574,135798.98371
1575,232104.65841
1576,244107.28426
1577,184797.98259
1578,155257.65268
1579,154057.60442
1580,193797.42151
1581,156104.66754
1582,127549.71337
1583,290347.76253
1584,218626.39307
1585,129210.79435
1586,63656.573855
1587,95062.560652
1588,146730.24284
1589,103520.91644
1590,140730.98318
1591,103176.83772
1592,119516.20926
1593,126580.1444
1594,175503.82452
1595,125896.22181
1596,233692.79486
1597,198208.1399
1598,219893.2857
1599,195093.75662
1600,185519.47193
1601,58263.263078
1602,126573.48774
1603,38952.80408
1604,277788.19744
1605,225896.53002
1606,160946.69745
1607,173550.10304
1608,202056.41234
1609,188260.7961
1610,147857.82269
1611,131037.10846
1612,181776.99371
1613,154003.04769
1614,118471.41362
1615,91320.618351
1616,73573.211694
1617,86795.873952
1618,109448.09255
1619,129692.47041
1620,170385.18807
1621,129276.18699
1622,139416.27392
1623,245996.55039
1624,202519.41337
1625,124190.12846
1626,176234.79405
1627,188207.40093
1628,265807.64018
1629,186305.07369
1630,379810.18296
1631,242407.13927
1632,253113.54671
1633,173242.20183
1634,187173.46096
1635,177658.04969
1636,145252.92554
1637,201738.24915
1638,181258.42215
1639,176829.89433
1640,253434.32775
1641,181889.83393
1642,256107.59304
1643,220707.76476
1644,246340.12457
1645,214924.92643
1646,151123.90465
1647,156447.38933
1648,138499.95942
1649,128925.52209
1650,101868.33875
1651,113499.09384
1652,99081.408485
1653,93237.235159
1654,146266.65051
1655,132860.41566
1656,141239.85193
1657,152685.68147
1658,144997.68346
1659,123702.50343
1660,152241.59556
1661,443634.39171
1662,400963.05528
1663,393449.86873
1664,521098.68622
1665,336257.0695
1666,308062.36662
1667,380740.31547
1668,360153.72021
1669,318838.21311
1670,367830.80007
1671,265786.28984
1672,420960.97238
1673,288583.53325
1674,250121.15164
1675,203170.01689
1676,202130.99494
1677,220110.26036
1678,480437.53198
1679,377426.68418
1680,348756.48653
1681,281739.95975
1682,302953.18433
1683,194431.95629
1684,170248.18761
1685,165479.83858
1686,163321.8385
1687,168745.41368
1688,180517.09575
1689,182885.68968
1690,187649.34997
1691,172075.15118
1692,263963.74765
1693,173753.07119
1694,182088.78634
1695,168850.2379
1696,260997.00434
1697,177219.81757
1698,340600.00025
1699,326625.78453
1700,267145.99523
1701,286274.8429
1702,237038.76074
1703,225392.13767
1704,271617.91301
1705,240842.68572
1706,379071.7708
1707,237677.54324
1708,200021.45836
1709,242075.68213
1710,224777.77918
1711,276005.46364
1712,259314.30354
1713,287584.2203
1714,247395.38109
1715,211584.48935
1716,178235.78319
1717,167261.6906
1718,148632.49842
1719,202133.20759
1720,218191.97053
1721,139013.21972
1722,117596.99712
1723,145814.80497
1724,212425.80108
1725,242059.01093
1726,197698.85238
1727,151024.36736
1728,151668.74845
1729,170758.39464
1730,172247.11724
1731,118515.50976
1732,121452.85445
1733,120295.1967
1734,118800.16298
1735,105803.3416
1736,90596.912396
1737,282472.33107
1738,260315.86903
1739,268904.66439
1740,227892.28372
1741,199283.71423
1742,180904.13868
1743,167290.98083
1744,345393.7096
1745,219897.90155
1746,227694.75609
1747,209878.4592
1748,232276.00454
1749,135806.60886
1750,132550.78585
1751,235418.86139
1752,110638.83283
1753,167001.41606
1754,204184.17885
1755,177016.02485
1756,128672.90911
1757,113697.57081
1758,155068.24615
1759,160286.71358
1760,159654.85824
1761,162349.76371
1762,199945.60271
1763,172718.90526
1764,121510.33588
1765,207522.16687
1766,185467.10061
1767,239485.16506
1768,140799.62623
1769,175335.87453
1770,143679.51318
1771,117685.39272
1772,136823.316
1773,121478.9571
1774,157379.88034
1775,136251.28457
1776,125102.63662
1777,109002.48789
1778,155268.95333
1779,113518.5895
1780,163530.198
1781,133537.8845
1782,77720.692352
1783,133944.49976
1784,96219.935328
1785,141320.09749
1786,119039.33178
1787,151514.31556
1788,57421.521263
1789,103512.7461
1790,60631.449901
1791,204855.40213
1792,169890.63946
1793,151254.39891
1794,169273.94248
1795,142426.85448
1796,115519.44529
1797,111716.33916
1798,114611.57785
1799,100128.08198
1800,114911.58439
1801,118763.83168
1802,103189.93234
1803,165297.34138
1804,144920.95269
1805,142629.91824
1806,133167.46295
1807,134762.99545
1808,118050.51961
1809,125541.54706
1810,146360.25361
1811,104025.08581
1812,120199.00728
1813,135509.58959
1814,95262.840029
1815,49756.638456
1816,98122.017439
1817,111709.91915
1818,176416.11664
1819,136094.05326
1820,29554.964808
1821,110330.7409
1822,146674.43082
1823,33380.082825
1824,139117.37801
1825,141953.98288
1826,92869.149237
1827,106847.43952
1828,140760.24675
1829,135099.94597
1830,148889.04997
1831,159438.40241
1832,27706.279813
1833,161032.95298
1834,118622.40807
1835,127672.20316
1836,150863.09706
1837,93470.231119
1838,125383.1
1839,103093.32439
1840,148703.17889
1841,132156.72887
1842,66679.929354
1843,129075.57275
1844,133048.6525
1845,149214.8262
1846,156986.83447
1847,166221.79365
1848,38260.410248
1849,117129.80583
1850,106390.31976
1851,156445.40122
1852,114316.01006
1853,131405.02144
1854,188788.06573
1855,151215.09495
1856,221145.75716
1857,132623.54035
1858,147985.89599
1859,102689.38397
1860,133734.76089
1861,111517.63026
1862,297241.13772
1863,285690.76165
1864,285721.93596
1865,355404.55387
1866,343302.68266
1867,209066.93196
1868,300724.87506
1869,203981.45747
1870,213886.55418
1871,242603.1722
1872,167441.31046
1873,250116.70725
1874,152377.09587
1875,191677.83104
1876,202967.95463
1877,214219.99764
1878,197910.69349
1879,137699.59182
1880,136015.67799
1881,241170.49655
1882,235570.1763
1883,192664.57997
1884,207246.94187
1885,221023.12262
1886,283180.89403
1887,213402.37779
1888,257914.81888
1889,166143.31215
1890,118179.91341
1891,120476.4069
1892,104916.94964
1893,143210.61864
1894,122394.88342
1895,143598.37083
1896,124382.27555
1897,108211.90905
1898,105778.21881
1899,156260.07661
1900,156121.18494
1901,187700.42457
1902,181172.72029
1903,211842.46646
1904,159586.7037
1905,211920.39579
1906,166108.89316
1907,238600.1972
1908,107595.74039
1909,132640.25918
1910,132178.01973
1911,239528.84657
1912,326599.78229
1913,156079.98269
1914,46301.301764
1915,349804.64803
1916,180932
1917,224648.33763
1918,131890.37788
1919,170189.03507
1920,167025.30226
1921,393482.36228
1922,335034.69515
1923,236510.29468
1924,227422.7614
1925,205486.13784
1926,385225.59519
1927,121765.73143
1928,164435.34931
1929,118850.1813
1930,117542.5205
1931,120688.90997
1932,128389.91303
1933,169571.34785
1934,188728.453
1935,160657.01445
1936,192102.12196
1937,178152.39684
1938,177854.50914
1939,281782.92059
1940,206074.17434
1941,173900.1546
1942,163578.71317
1943,227518.40966
1944,365447.81821
1945,408418.85422
1946,180932
1947,300251.07065
1948,183107.97224
1949,248944.59764
1950,178865.21236
1951,264908.81207
1952,210463.15688
1953,163017.50081
1954,178601.77849
1955,130935.06707
1956,287782.57054
1957,162443.42202
1958,250622.88969
1959,132956.96657
1960,99171.791551
1961,124154.44282
1962,92861.372268
1963,100065.20482
1964,108341.17541
1965,135290.65212
1966,138955.68945
1967,307814.50336
1968,409355.41345
1969,387456.3534
1970,392518.2448
1971,436881.25517
1972,364522.77205
1973,288092.72601
1974,345739.83155
1975,513476.53224
1976,274151.83119
1977,369900.23252
1978,331805.16549
1979,329789.68598
1980,203768.38012
1981,366464.00295
1982,211577.09753
1983,194533.53713
1984,184990.64551
1985,218467.90952
1986,214927.58587
1987,192444.16673
1988,166728.29478
1989,188400.63775
1990,203528.44484
1991,236752.18204
1992,223776.05321
1993,162682.47201
1994,250908.18606
1995,181023.94735
1996,281542.42512
1997,317432.30921
1998,326252.68192
1999,302376.53327
2000,316910.34067
2001,262641.76704
2002,261472.96948
2003,235372.31237
2004,269283.59448
2005,235508.91045
2006,220602.61201
2007,238909.43068
2008,231123.43859
2009,210601.55773
2010,182430.41889
2011,131200.82641
2012,167632.70119
2013,178312.69106
2014,190645.78719
2015,210291.04243
2016,194687.47799
2017,200620.90287
2018,114867.3983
2019,123848.39066
2020,85940.1576
2021,97314.424528
2022,205131.76429
2023,156199.10372
2024,291612.32471
2025,338199.3468
2026,175631.46317
2027,151017.72405
2028,156174.51034
2029,176765.63868
2030,259943.5938
