Id,SalePrice
1461,180932
1462,180932
1463,180932
1464,180932
1465,180932
1466,180932
1467,180932
1468,180932
1469,180932
1470,180932
1471,180932
1472,180932
1473,180932
1474,180932
1475,180932
1476,180932
1477,180932
1478,180932
1479,180932
1480,180932
1481,180932
1482,180932
1483,180932
1484,180932
1485,180932
1486,180932
1487,180932
1488,180932
1489,180932
1490,180932
1491,180932
1492,180932
1493,180932
1494,180932
1495,180932
1496,180932
1497,177920.90083
1498,164126.79071
1499,164174.78853
1500,147429.12258
1501,180932
1502,180932
1503,388161.79584
1504,180932
1505,180932
1506,180932
1507,180932
1508,180932
1509,180932
1510,180932
1511,180932
1512,180932
1513,158751.94946
1514,180932
1515,180932
1516,180932
1517,180932
1518,180932
1519,180932
1520,180932
1521,180932
1522,180932
1523,180932
1524,180932
1525,180932
1526,180932
1527,180932
1528,180932
1529,180932
1530,180932
1531,180932
1532,90790.912404
1533,173743.36549
1534,180932
1535,180932
1536,180932
1537,180932
1538,151740.70664
1539,208089.39982
1540,180932
1541,180932
1542,180932
1543,180932
1544,180932
1545,180932
1546,180932
1547,180932
1548,180932
1549,180932
1550,180932
1551,180932
1552,149752.96852
1553,157295.17442
1554,112806.867
1555,180932
1556,180932
1557,180932
1558,180932
1559,180932
1560,180932
1561,180932
1562,180932
1563,180932
1564,180932
1565,180932
1566,180932
1567,180932
1568,180932
1569,180932
1570,180932
1571,180932
1572,180932
1573,180932
1574,180932
1575,180932
1576,180932
1577,180932
1578,180932
1579,180932
1580,180932
1581,180932
1582,180932
1583,180932
1584,180932
1585,180932
1586,180932
1587,180932
1588,180932
1589,180932
1590,180932
1591,180932
1592,180932
1593,180932
1594,161289.33348
1595,180932
1596,180932
1597,180932
1598,180932
1599,180932
1600,180932
1601,180932
1602,180932
1603,180932
1604,180932
1605,180932
1606,180932
1607,180932
1608,180932
1609,180932
1610,180932
1611,180932
1612,180932
1613,180932
1614,180932
1615,180932
1616,180932
1617,180932
1618,180932
1619,180932
1620,180932
1621,180932
1622,180932
1623,180932
1624,180932
1625,180932
1626,180932
1627,180932
1628,180932
1629,180932
1630,180932
1631,180932
1632,180932
1633,180932
1634,180932
1635,180932
1636,180932
1637,180932
1638,180932
1639,180932
1640,180932
1641,180932
1642,180932
1643,180932
1644,180932
1645,180932
1646,180932
1647,180932
1648,180932
1649,180932
1650,180932
1651,180932
1652,180932
1653,180932
1654,180932
1655,180932
1656,180932
1657,180932
1658,180932
1659,180932
1660,180932
1661,180932
1662,180932
1663,180932
1664,180932
1665,180932
1666,180932
1667,180932
1668,180932
1669,180932
1670,180932
1671,180932
1672,180932
1673,180932
1674,180932
1675,180932
1676,180932
1677,180932
1678,180932
1679,180932
1680,180932
1681,180932
1682,180932
1683,180932
1684,180932
1685,180932
1686,180932
1687,180932
1688,180932
1689,180932
1690,180932
1691,180932
1692,180932
1693,180932
1694,180932
1695,180932
1696,180932
1697,180932
1698,180932
1699,180932
1700,180932
1701,180932
1702,180932
1703,180932
1704,180932
1705,180932
1706,180932
1707,180932
1708,180932
1709,180932
1710,180932
1711,180932
1712,180932
1713,180932
1714,180932
1715,180932
1716,180932
1717,180932
1718,180932
1719,180932
1720,180932
1721,180932
1722,180932
1723,180932
1724,180932
1725,180932
1726,180932
1727,180932
1728,180932
1729,180932
1730,180932
1731,180932
1732,180932
1733,180932
1734,180932
1735,180932
1736,180932
1737,180932
1738,180932
1739,254112.16386
1740,226730.1621
1741,195728.11643
1742,180932
1743,180932
1744,180932
1745,180932
1746,180932
1747,180932
1748,180932
1749,180932
1750,180932
1751,180932
1752,180932
1753,180932
1754,180932
1755,180932
1756,180932
1757,180932
1758,180932
1759,180932
1760,180932
1761,180932
1762,180932
1763,180932
1764,180932
1765,180932
1766,180932
1767,180932
1768,180932
1769,180932
1770,180932
1771,180932
1772,180932
1773,180932
1774,180932
1775,180932
1776,180932
1777,180932
1778,180932
1779,180932
1780,180932
1781,180932
1782,180932
1783,180932
1784,180932
1785,139021.27974
1786,112509.13871
1787,180932
1788,180932
1789,100964.28516
1790,60700.499723
1791,180932
1792,180932
1793,180932
1794,180932
1795,180932
1796,180932
1797,180932
1798,180932
1799,180932
1800,180932
1801,180932
1802,180932
1803,180932
1804,180932
1805,180932
1806,130705.0516
1807,140660.46816
1808,180932
1809,180932
1810,141270.11818
1811,180932
1812,113810.11807
1813,180932
1814,180932
1815,180932
1816,180932
1817,180932
1818,180932
1819,133868.02944
1820,180932
1821,180932
1822,150523.3987
1823,180932
1824,180932
1825,180932
1826,180932
1827,180932
1828,180932
1829,180932
1830,154462.96382
1831,161683.4888
1832,14051.116561
1833,180932
1834,180932
1835,180932
1836,180932
1837,80735.301094
1838,128735.88337
1839,180932
1840,180932
1841,180932
1842,180932
1843,180932
1844,180932
1845,180932
1846,180932
1847,180932
1848,180932
1849,180932
1850,180932
1851,180932
1852,180932
1853,180932
1854,180932
1855,180932
1856,180932
1857,180932
1858,180932
1859,180932
1860,180932
1861,180932
1862,180932
1863,180932
1864,180932
1865,180932
1866,180932
1867,180932
1868,180932
1869,180932
1870,180932
1871,180932
1872,180932
1873,180932
1874,180932
1875,180932
1876,180932
1877,180932
1878,180932
1879,180932
1880,180932
1881,180932
1882,180932
1883,180932
1884,180932
1885,180932
1886,180932
1887,180932
1888,180932
1889,180932
1890,180932
1891,180932
1892,180932
1893,180932
1894,180932
1895,180932
1896,126690.76489
1897,113975.98393
1898,180932
1899,180932
1900,180932
1901,180932
1902,188094.59448
1903,180932
1904,180932
1905,180932
1906,180932
1907,180932
1908,180932
1909,180932
1910,180932
1911,180932
1912,180932
1913,180932
1914,40362.803136
1915,180932
1916,180932
1917,180932
1918,180932
1919,180932
1920,180932
1921,180932
1922,180932
1923,180932
1924,180932
1925,180932
1926,180932
1927,180932
1928,180932
1929,180932
1930,180932
1931,180932
1932,180932
1933,180932
1934,180932
1935,180932
1936,180932
1937,180932
1938,180932
1939,180932
1940,180932
1941,180932
1942,180932
1943,180932
1944,180932
1945,180932
1946,180932
1947,180932
1948,180932
1949,180932
1950,180932
1951,180932
1952,180932
1953,180932
1954,180932
1955,180932
1956,180932
1957,180932
1958,180932
1959,180932
1960,180932
1961,180932
1962,180932
1963,180932
1964,180932
1965,180932
1966,180932
1967,180932
1968,180932
1969,180932
1970,180932
1971,180932
1972,180932
1973,180932
1974,180932
1975,180932
1976,180932
1977,180932
1978,180932
1979,180932
1980,180932
1981,180932
1982,180932
1983,180932
1984,180932
1985,180932
1986,180932
1987,180932
1988,180932
1989,180932
1990,180932
1991,180932
1992,180932
1993,180932
1994,180932
1995,180932
1996,180932
1997,180932
1998,180932
1999,180932
2000,180932
2001,180932
2002,180932
2003,180932
2004,180932
2005,180932
2006,180932
2007,180932
2008,236317.10129
2009,180932
2010,180932
2011,180932
2012,180932
2013,180932
2014,180932
2015,180932
2016,180932
2017,180932
2018,180932
2019,180932
2020,180932
2021,180932
2022,180932
2023,180932
2024,180932
2025,180932
2026,171417.80124
2027,153818.42548
2028,156565.81825
2029,178909.82779
2030,180932
2031,180932
2032,180932
2033,180932
2034,179208.94238
2035,180932
2036,196386.09968
2037,213138.97141
2038,324936.1866
2039,180932
2040,180932
2041,180932
2042,180932
2043,180932
2044,180932
2045,180932
2046,180932
2047,180932
2048,180932
2049,180932
2050,180932
2051,180932
2052,180932
2053,180932
2054,180932
2055,180932
2056,180932
2057,180932
2058,180932
2059,180932
2060,180932
2061,180932
2062,180932
